MSSubClass,MSZoning,log(LotArea),Neighborhood,OverallQual,OverallCond,log(TotalBsmtSF),log(GrLivArea),SaleType,SaleCondition,log(SalePrice)
1-STORY 1946 & NEWER ALL STYLES,RL,4.243038049,Crawfor,7,8,3.279210513,3.279210513,WD,Normal,5.525044807
1-STORY 1946 & NEWER ALL STYLES,RL,3.945173046,CollgCr,7,5,3.105169428,3.105169428,New,Partial,5.307496038
2-STORY 1946 & NEWER,RL,3.98100269,NoRidge,8,5,3.162265614,3.44870632,WD,Normal,5.480006943
2-STORY 1946 & NEWER,RL,4.169498095,NoRidge,9,5,3.143951116,3.41480628,WD,Normal,5.522663282
1-STORY 1946 & NEWER ALL STYLES,RL,3.913283902,Edwards,4,6,2.976808337,2.976808337,WD,Normal,5.075546961
2-STORY 1946 & NEWER,RL,4.044343735,NAmes,6,5,2.978636948,3.324693914,WD,Normal,5.315760491
1-STORY 1946 & NEWER ALL STYLES,RL,4.009705788,CollgCr,8,5,3.21005085,3.212187604,WD,Normal,5.470547197
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,FV,3.626340367,Somerst,7,5,3.130976692,3.130976692,New,Partial,5.31993844
1-STORY 1946 & NEWER ALL STYLES,RL,4.169703817,CollgCr,8,5,3.243781916,3.252124553,WD,Normal,5.439332694
1-STORY 1946 & NEWER ALL STYLES,RL,4.009238371,Edwards,4,5,2.936513742,2.976808337,WD,Normal,5.045322979
1-STORY 1946 & NEWER ALL STYLES,RL,3.924279286,NAmes,6,3,3.169674434,3.169674434,WD,Normal,5.194514342
1-STORY 1946 & NEWER ALL STYLES,RL,3.821316971,BrkSide,3,6,#NUM!,2.857332496,WD,Normal,4.860338007
2-STORY 1946 & NEWER,RL,4.008003672,NoRidge,7,5,2.875061263,3.283979284,WD,Normal,5.278753601
1-STORY 1945 & OLDER,RL,3.726727209,BrkSide,4,7,2.62324929,2.850033258,WD,Normal,4.916453949
1-STORY 1946 & NEWER ALL STYLES,RL,3.999391562,Somerst,8,5,3.254064453,3.254064453,New,Partial,5.167317335
1-STORY 1945 & OLDER,RM,3.560623875,IDOTRR,4,4,2.900913068,2.900913068,WD,Normal,4.740362689
1-STORY 1945 & OLDER,RH,3.630427875,Edwards,3,6,2.7355989,2.888740961,WD,Normal,4.897627091
1-STORY 1946 & NEWER ALL STYLES,RL,3.819543936,Mitchel,5,9,2.911690159,2.911690159,WD,Normal,5.115610512
1-1/2 STORY FINISHED ALL AGES,RM,4.018700499,OldTown,6,7,3.178976947,3.445915414,WD,Normal,5.408239965
2-STORY 1946 & NEWER,RL,3.958277126,Gilbert,7,5,2.970811611,3.212720154,WD,Normal,5.24674471
1-STORY 1946 & NEWER ALL STYLES,RL,4,Somerst,8,5,3.200850498,3.200850498,WD,Normal,5.356025857
SPLIT OR MULTI-LEVEL,RL,4.032618761,CollgCr,5,5,2.959518377,2.979548375,WD,Normal,5.122215878
1-STORY 1946 & NEWER ALL STYLES,RL,3.94826622,Edwards,4,6,2.911690159,2.911690159,WD,Normal,5
1-1/2 STORY FINISHED ALL AGES,RM,3.857332496,IDOTRR,5,6,2.904715545,3.133538908,WD,Normal,5.098643726
2-STORY PUD - 1946 & NEWER,RM,3.374381698,BrDale,5,6,2.883661435,3.135132651,WD,Normal,5.096910013
1-STORY 1946 & NEWER ALL STYLES,RL,3.984527313,NWAmes,6,5,3.130333768,3.12515583,WD,Normal,5.225050696
DUPLEX - ALL STYLES AND AGES,RL,3.965953889,NWAmes,5,5,3.219060332,3.219060332,WD,Normal,5.130333768
1-STORY 1945 & OLDER,RM,3.614686342,OldTown,4,4,2.840733235,2.840733235,WD,Normal,4.720159303
2-STORY 1946 & NEWER,RL,4.128722284,CollgCr,7,5,2.961895474,3.269746373,WD,Normal,5.301029996
1-STORY 1946 & NEWER ALL STYLES,RL,3.980457892,CollgCr,5,7,2.936513742,2.936513742,WD,Normal,5.108903128
1-STORY 1946 & NEWER ALL STYLES,RL,3.918764031,NAmes,4,5,2.933487288,2.940516485,WD,Normal,5.089905111
1-STORY 1946 & NEWER ALL STYLES,RL,4.136562037,SawyerW,6,5,3.046885191,3.046885191,WD,Normal,5.190331698
2-STORY 1946 & NEWER,RL,3.971971276,CollgCr,8,5,3.108565024,3.336259552,WD,Normal,5.358886204
1-1/2 STORY FINISHED ALL AGES,RL,3.878406888,Crawfor,6,6,2.95230801,3.28171497,WD,Normal,5.247973266
2-STORY 1946 & NEWER,RL,4.04544034,CollgCr,7,5,2.862131379,3.163161375,New,Partial,5.192665005
1-STORY 1945 & OLDER,RM,3.77815125,OldTown,4,4,2.982271233,2.982271233,WD,Normal,5.035429738
1-STORY 1946 & NEWER ALL STYLES,RL,4.317666442,NWAmes,7,7,3.195346058,3.333648757,WD,Normal,5.419129308
1-STORY 1946 & NEWER ALL STYLES,RL,4.184861709,Timber,8,5,3.238547888,3.249442961,New,Partial,5.452496379
1-STORY 1946 & NEWER ALL STYLES,RL,4.209407768,SawyerW,7,5,3.170848204,3.174350597,WD,Normal,5.33243846
2-STORY 1945 & OLDER,RM,3.720159303,OldTown,8,5,2.835056102,3.372543801,WD,Normal,5.086359831
DUPLEX - ALL STYLES AND AGES,RL,4.066064897,NAmes,5,5,3.096214585,3.420615771,WD,Normal,5.301029996
2-STORY 1946 & NEWER,RL,3.966000858,NAmes,6,6,2.933487288,3.234517284,WD,Normal,5.23299611
1-1/2 STORY FINISHED ALL AGES,RM,3.77815125,BrkSide,6,9,2.843855423,3.070407322,WD,Normal,5.13001195
1-1/2 STORY FINISHED ALL AGES,RL,4.16790781,NoRidge,8,5,3.308137379,3.510276844,WD,Normal,5.612783857
2-STORY 1946 & NEWER,RL,4.013511333,CollgCr,7,5,2.996511672,3.270678836,WD,Normal,5.371067862
SPLIT OR MULTI-LEVEL,RL,4.008259415,NWAmes,7,6,2.755874856,3.283301229,WD,Normal,5.230448921
1-STORY 1946 & NEWER ALL STYLES,RL,3.976670881,NAmes,5,5,2.936513742,2.950364854,WD,Normal,5.041392685
1-STORY 1946 & NEWER ALL STYLES,RL,4.098193626,NAmes,5,6,3.032618761,3.032618761,WD,Normal,5.175801633
2-STORY PUD - 1946 & NEWER,FV,3.325720858,Somerst,6,5,2.878521796,3.196728723,WD,Normal,5.249198357
1-STORY 1946 & NEWER ALL STYLES,RL,4.223677616,NridgHt,9,5,3.29666519,3.29666519,WD,Normal,5.498310554
2-STORY 1945 & OLDER,RL,3.993083361,SWISU,5,6,2.786751422,3.415140352,WD,Normal,5.276461804
1-STORY 1946 & NEWER ALL STYLES,RL,4.208387604,StoneBr,7,5,3.184691431,3.184691431,WD,Normal,5.414973348
1-1/2 STORY FINISHED ALL AGES,RL,4.097361445,NAmes,4,4,2.854306042,3.240049772,WD,Normal,5.020775488
2-STORY 1946 & NEWER,RL,3.929367829,Gilbert,6,5,2.789580712,3.149834697,New,Partial,5.19571151
2-STORY PUD - 1946 & NEWER,FV,3.50242712,Somerst,7,5,2.77815125,3.079181246,WD,Abnorml,5.158820672
2-STORY 1946 & NEWER,FV,3.875061263,Somerst,7,5,2.910624405,3.223755454,WD,Normal,5.334453751
2-STORY 1946 & NEWER,RL,3.96279537,CollgCr,7,5,2.941014244,3.252853031,WD,Abnorml,5.285557309
2-STORY PUD - 1946 & NEWER,RM,3.425697213,MeadowV,5,6,2.87909588,3.16879202,WD,Normal,5.103803721
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.646893624,CollgCr,6,5,2.928395852,2.928395852,WD,Normal,5.158362492
1-STORY 1946 & NEWER ALL STYLES,RL,4.026737494,CollgCr,8,5,3.219322508,3.222196046,WD,Normal,5.365487985
1-1/2 STORY FINISHED ALL AGES,RL,3.73239376,OldTown,4,6,2.924279286,3.137986733,WD,Normal,5.021189299
SPLIT OR MULTI-LEVEL,RL,3.982271233,NAmes,6,6,2.996511672,3.220369632,WD,Normal,5.218797998
2-STORY 1946 & NEWER,RL,3.989004616,CollgCr,7,6,3.04453976,3.32159843,WD,Normal,5.438225808
1-STORY 1946 & NEWER ALL STYLES,RL,4.056904851,NoRidge,10,5,3.420450859,3.420450859,WD,Normal,5.668851648
2-STORY 1946 & NEWER,FV,4.026328939,Somerst,7,5,3.011147361,3.291812687,WD,Normal,5.397940009
1-STORY 1946 & NEWER ALL STYLES,RL,4.041037208,Timber,8,5,3.196176185,3.196176185,New,Partial,5.378397901
1-STORY 1945 & OLDER,RL,3.798788714,SWISU,6,5,2.88536122,2.897627091,WD,Normal,4.959041392
1-1/2 STORY FINISHED ALL AGES,RL,4.041313715,Edwards,5,5,2.992995098,3.205204364,WD,Normal,5.068185862
2-STORY PUD - 1946 & NEWER,RM,3.290702243,BrDale,6,5,2.683947131,2.994317153,WD,Normal,4.919078092
SPLIT OR MULTI-LEVEL,RL,3.988335956,Timber,5,5,2.584331224,3.144262774,WD,Normal,5.224014811
1-STORY 1945 & OLDER,RL,3.914448941,Edwards,3,3,2.936513742,2.936513742,WD,Normal,4.767155866
1-STORY 1946 & NEWER ALL STYLES,RL,4.111430552,NAmes,6,7,3.080987047,3.325720858,WD,Normal,5.375663614
2-STORY 1945 & OLDER,RM,3.857332496,OldTown,7,7,2.77524626,3.246005904,WD,Normal,5.195899652
1-STORY 1945 & OLDER,RL,4.403789472,Sawyer,5,7,2.911690159,3.151063253,WD,Normal,5.049218023
1-1/2 STORY FINISHED ALL AGES,RL,3.957128198,Edwards,6,5,2.748188027,3.099680641,WD,Normal,5.021189299
1-1/2 STORY FINISHED ALL AGES,RM,3.735279448,IDOTRR,4,8,2.900913068,3.062205809,WD,Normal,5.098643726
2-STORY 1946 & NEWER,RL,4.222508376,NWAmes,7,5,3.143639235,3.444669231,WD,Normal,5.397940009
1-1/2 STORY FINISHED ALL AGES,RM,3.930439595,OldTown,6,7,2.853698212,3.402433346,CWD,Family,5.133538908
1-STORY 1946 & NEWER ALL STYLES,RL,4.172953028,Gilbert,9,5,3.242044239,3.242044239,WD,Normal,5.576916956
1-1/2 STORY FINISHED ALL AGES,RM,3.77815125,BrkSide,6,6,2.866287339,3.085647288,WD,Normal,5.117271296
1-STORY 1946 & NEWER ALL STYLES,RL,3.959041392,CollgCr,7,5,3.183269844,3.183269844,WD,Normal,5.371067862
DUPLEX - ALL STYLES AND AGES,RL,3.951531791,NAmes,5,5,3.199755177,3.199755177,WD,Normal,5.093421685
SPLIT FOYER,RL,3.894205259,NAmes,5,5,2.936513742,2.954242509,WD,Normal,5.089905111
2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,4.033423755,OldTown,6,7,2.683047038,3.281487888,WD,Normal,5.212187604
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.606918526,Blmngtn,7,5,3.13225969,3.176091259,New,Partial,5.391954326
2-STORY 1946 & NEWER,RL,4.102605194,Timber,8,5,3.039017322,3.394801777,WD,Normal,5.449035394
1-STORY 1946 & NEWER ALL STYLES,RL,4.757396029,Timber,5,5,2.873320602,3.227115083,WD,Normal,5.204119983
2-STORY 1945 & OLDER,RM,3.786751422,BrkSide,5,8,2.972665592,3.179838928,WD,Normal,5.138302698
1-1/2 STORY FINISHED ALL AGES,RL,3.857332496,NAmes,5,4,3.082066934,3.279666944,WD,Normal,5.139879086
1-1/2 STORY FINISHED ALL AGES,RL,3.790355546,SWISU,6,6,2.989449818,3.206286044,WD,Normal,5.138144744
1-1/2 STORY FINISHED ALL AGES,RM,3.77815125,BrkSide,6,7,2.935507266,3.063708559,WD,Normal,5.079181246
2-STORY 1946 & NEWER,RL,3.870111155,Gilbert,6,5,2.923761961,3.202215776,WD,Normal,5.285557309
1-STORY 1946 & NEWER ALL STYLES,RL,3.830075166,CollgCr,7,5,3.109240969,3.111934276,New,Partial,5.287530771
1-STORY 1946 & NEWER ALL STYLES,RL,4.18344068,Somerst,8,5,3.171726454,3.165541077,WD,Normal,5.451666719
1-1/2 STORY FINISHED ALL AGES,RL,4.01745073,OldTown,3,4,2.827369273,3.084218687,WD,Family,5.021189299
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.584557361,Crawfor,8,5,3.202488317,3.216429831,WD,Normal,5.439332694
SPLIT FOYER,RL,3.926599654,CollgCr,5,7,2.88536122,2.88536122,WD,Normal,5.123851641
1-STORY 1946 & NEWER ALL STYLES,RL,3.943494516,Mitchel,5,5,2.920645001,2.920645001,WD,Normal,5.049218023
2-STORY 1945 & OLDER,RM,3.888740961,OldTown,4,7,2.793790385,3.134495856,WD,Normal,5.098643726
2-STORY 1946 & NEWER,RL,4.312685006,NWAmes,7,6,2.898176483,3.320769228,WD,Normal,5.33243846
2-STORY 1946 & NEWER,RL,4.094121596,CollgCr,7,5,2.974971994,3.264817823,WD,Normal,5.361727836
1-1/2 STORY FINISHED ALL AGES,RL,3.982271233,NAmes,6,8,2.932473765,3.222196046,WD,Normal,5.146128036
DUPLEX - ALL STYLES AND AGES,RL,3.857332496,NAmes,4,5,#NUM!,3.017033339,WD,Normal,4.954242509
1-STORY 1946 & NEWER ALL STYLES,RL,4.041155733,SawyerW,8,5,3.265760917,3.265760917,COD,Abnorml,5.409933123
1-1/2 STORY FINISHED ALL AGES,RL,4.115710338,BrkSide,6,7,2.920645001,3.266701967,WD,Normal,5.315970345
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.560504415,Blmngtn,7,5,3.14176323,3.195622944,WD,Normal,5.245265839
2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,4.054613055,OldTown,4,6,2.890421019,3.359835482,WD,Normal,5.088136089
2-STORY 1946 & NEWER,RL,4.218666771,NoRidge,8,5,3.108565024,3.389166084,WD,Normal,5.531478917
1-STORY 1946 & NEWER ALL STYLES,RL,3.96397661,NAmes,5,5,3.058426024,3.058426024,COD,Normal,5.093421685
1-STORY 1946 & NEWER ALL STYLES,RL,4.21434041,Crawfor,6,5,3.265760917,3.265760917,WD,Normal,5.348304863
2-STORY 1946 & NEWER,RL,4.068185862,NWAmes,6,6,2.850033258,3.151063253,WD,Normal,5.255031163
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.606703741,NPkVill,6,5,3.028977705,3.028977705,WD,Normal,5.105510185
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.646893624,CollgCr,6,5,2.928395852,2.928395852,WD,Normal,5.135132651
SPLIT OR MULTI-LEVEL,RL,4.294245716,Edwards,6,7,2.843232778,3.342620043,WD,Alloca,5.439285314
1-STORY 1946 & NEWER ALL STYLES,RL,3.977860729,NAmes,5,5,3.010299957,3.128399269,WD,Normal,5.158362492
1-STORY 1946 & NEWER ALL STYLES,RL,4.030235296,NAmes,6,6,3.097604329,3.097604329,WD,Normal,5.152288344
2-STORY 1946 & NEWER,RL,4.039176084,NoRidge,7,5,3.087426457,3.32776749,WD,Normal,5.432969291
1-1/2 STORY FINISHED ALL AGES,RL,4.038620162,NAmes,5,6,2.960470778,3.192567453,WD,Normal,5.146128036
1-STORY 1945 & OLDER,RM,3.857332496,OldTown,5,7,2.896526217,2.905256049,WD,Abnorml,5.075546961
1-STORY 1946 & NEWER ALL STYLES,RL,4.098505283,NWAmes,6,7,3.158362492,3.158362492,WD,Normal,5.262213705
2-STORY 1946 & NEWER,RL,4.341038632,Gilbert,5,5,2.864511081,3.264345507,WD,Normal,5.283617786
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.692670699,NPkVill,6,6,2.981365509,2.981365509,WD,Normal,5.157607853
1-STORY 1945 & OLDER,RL,4.033423755,OldTown,4,6,2.816903839,2.985875357,WD,Normal,4.809559715
2-STORY 1946 & NEWER,RL,4.011189688,Gilbert,6,5,2.971275849,3.253338005,WD,Normal,5.270678836
1-STORY 1946 & NEWER ALL STYLES,RL,4.240549248,Mitchel,5,5,3.051538391,3.051538391,WD,Normal,5.204119983
1-STORY 1946 & NEWER ALL STYLES,RL,3.924279286,NAmes,6,9,3.120244796,3.186673867,COD,Abnorml,5.240549248
1-STORY 1946 & NEWER ALL STYLES,RL,3.954242509,NAmes,4,6,2.936513742,2.936513742,WD,Normal,5.080987047
1-STORY 1946 & NEWER ALL STYLES,RL,4.094960002,NridgHt,8,5,3.286007122,3.286007122,New,Partial,5.596175791
1-STORY 1946 & NEWER ALL STYLES,RM,3.869642345,OldTown,6,7,2.959994838,3.092018471,WD,Normal,5.1752218
2-STORY 1946 & NEWER,RL,4.063858549,NWAmes,7,6,2.731588765,3.236789099,WD,Normal,5.294466226
2-STORY 1945 & OLDER,RL,4.061678615,Crawfor,6,7,2.769377326,3.407390904,WD,Normal,5.281033367
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.64601141,CollgCr,6,5,2.928395852,2.928395852,WD,Normal,5.174059808
2-STORY 1946 & NEWER,FV,4.041511113,Somerst,10,5,3.007320953,3.302547372,WD,Normal,5.491361694
1-STORY 1945 & OLDER,RL,3.947139518,BrkSide,6,6,2.978636948,2.978636948,WD,Normal,5.08278537
1-STORY 1946 & NEWER ALL STYLES,RL,3.929418926,CollgCr,7,5,3.152899596,3.152899596,WD,Normal,5.254306332
SPLIT FOYER,RL,3.924279286,Sawyer,6,5,2.910624405,2.960470778,WD,Normal,5.11058971
1-STORY 1946 & NEWER ALL STYLES,RL,4.41733881,Mitchel,5,7,3.074816441,3.074816441,WD,Normal,5.19838213
2-STORY 1946 & NEWER,RL,4,CollgCr,8,5,3.086359831,3.320146286,WD,Normal,5.380211242
1-1/2 STORY FINISHED ALL AGES,RL,4.070665753,Edwards,4,7,2.748188027,3.12904506,WD,Normal,5.049218023
PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,RM,3.185542155,MeadowV,5,7,2.799340549,2.799340549,WD,Abnorml,4.963787827
DUPLEX - ALL STYLES AND AGES,RL,3.954242509,NAmes,5,5,2.95230801,3.253338005,WD,Normal,5.133538908
1-STORY 1946 & NEWER ALL STYLES,RL,3.966704777,Somerst,8,5,3.196728723,3.198106999,New,Partial,5.458018065
PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,RM,3.565257343,Edwards,5,5,2.737987326,3.030194785,WD,Normal,5.161368002
1-STORY 1946 & NEWER ALL STYLES,RL,4.235957479,Mitchel,5,5,3.056904851,3.056904851,WD,Abnorml,4.926856709
1-STORY 1946 & NEWER ALL STYLES,FV,3.875061263,Somerst,7,5,3.086715664,3.086715664,WD,Normal,5.267171728
2-STORY 1946 & NEWER,RL,3.898560645,Gilbert,6,5,2.979092901,3.216693599,WD,Normal,5.243038049
1-STORY 1946 & NEWER ALL STYLES,RL,4.119750624,NWAmes,6,6,3.188084374,3.316599302,WD,Normal,5.322219295
2-STORY 1945 & OLDER,RL,3.956264503,Crawfor,7,9,3.061452479,3.369215857,WD,Normal,5.425697213
1-STORY 1946 & NEWER ALL STYLES,RL,3.987532203,NAmes,5,6,3.032618761,3.032618761,WD,Normal,5.152670478
1-STORY 1946 & NEWER ALL STYLES,RL,3.99725529,Edwards,5,6,3.098989639,3.098989639,WD,Normal,5.16879202
